Instance,Solution,Run,Time,Value
chao_11.40c,R,1,1333,914.855
chao_11.40c,R,2,1323,903.144
chao_11.40c,R,3,1379,910.183
chao_11.40c,R,4,1308,894.907
chao_11.40c,R,5,1289,899.131
chao_11.40c,R,6,1308,849.408
chao_11.40c,R,7,1339,908.1
chao_11.40c,R,8,1319,879.1
chao_11.40c,R,9,1309,946.138
chao_11.40c,R,10,1297,919.147
chao_12.25,B,1,768,579.327
chao_12.25,B,2,749,554.896
chao_12.25,B,3,787,604.543
chao_12.25,B,4,776,553.786
chao_12.25,B,5,766,602.945
chao_12.25,B,6,764,584.268
chao_12.25,B,7,758,556.933
chao_12.25,B,8,765,566.873
chao_12.25,B,9,743,584.096
chao_12.25,B,10,763,586.463
chao_12.25,C,1,775,620.386
chao_12.25,C,2,765,578.623
chao_12.25,C,3,772,596.703
chao_12.25,C,4,771,567.848
chao_12.25,C,5,784,604.462
chao_12.25,C,6,776,598.055
chao_12.25,C,7,783,600.334
chao_12.25,C,8,768,561.76
chao_12.25,C,9,774,601.225
chao_12.25,C,10,781,575.166
chao_12.25,R,1,747,587.907
chao_12.25,R,2,750,612.562
chao_12.25,R,3,739,589.942
chao_12.25,R,4,743,630.075
chao_12.25,R,5,738,582.784
chao_12.25,R,6,736,628.3
chao_12.25,R,7,736,583.354
chao_12.25,R,8,737,626.328
chao_12.25,R,9,756,604.182
chao_12.25,R,10,745,586.308
chao_12.30a,B,1,1046,673.559
chao_12.30a,B,2,1061,700.176
chao_12.30a,B,3,1047,677.666
chao_12.30a,B,4,1046,709.607
chao_12.30a,B,5,1038,695.892
chao_12.30a,B,6,1065,707.987
chao_12.30a,B,7,1040,663.44
chao_12.30a,B,8,1047,718.849
chao_12.30a,B,9,1052,707.223
chao_12.30a,B,10,1073,682.208
chao_12.30a,C,1,1085,715.771
chao_12.30a,C,2,1109,732.348
chao_12.30a,C,3,1084,725.683
chao_12.30a,C,4,1077,700.64
chao_12.30a,C,5,1085,736.033
chao_12.30a,C,6,1093,687.746
chao_12.30a,C,7,1071,722.476
chao_12.30a,C,8,1083,691.668
chao_12.30a,C,9,1081,722.472
chao_12.30a,C,10,1097,722.062
chao_12.30a,R,1,1056,749.48
chao_12.30a,R,2,1053,745.936
chao_12.30a,R,3,1075,759.678
chao_12.30a,R,4,1069,715.491
chao_12.30a,R,5,1062,749.71
chao_12.30a,R,6,1055,751.906
chao_12.30a,R,7,1056,726.363
chao_12.30a,R,8,1071,712.792
chao_12.30a,R,9,1060,732.519
chao_12.30a,R,10,1078,767.337
chao_12.30b,B,1,1084,580.755
chao_12.30b,B,2,1063,622.474
chao_12.30b,B,3,1074,583.667
chao_12.30b,B,4,1075,583.807
chao_12.30b,B,5,1219,618.486
chao_12.30b,B,6,1230,582.183
chao_12.30b,B,7,1103,539.176
chao_12.30b,B,8,1105,572.431
chao_12.30b,B,9,1064,614.188
chao_12.30b,B,10,1118,613.072
chao_12.30b,C,1,1228,647.234
chao_12.30b,C,2,1227,651.154
chao_12.30b,C,3,1104,648.664
chao_12.30b,C,4,1119,624.9
chao_12.30b,C,5,1101,657.497
chao_12.30b,C,6,1108,649.425
chao_12.30b,C,7,1115,657.219
chao_12.30b,C,8,1128,656.905
chao_12.30b,C,9,1178,621.483
chao_12.30b,C,10,1188,629.151
chao_12.30b,R,1,1111,665.686
chao_12.30b,R,2,1072,656.604
chao_12.30b,R,3,1071,628.558
chao_12.30b,R,4,1113,668.065
chao_12.30b,R,5,1041,655.179
chao_12.30b,R,6,1106,667.137
chao_12.30b,R,7,1088,667.565
chao_12.30b,R,8,1858,626.195
chao_12.30b,R,9,1081,605.945
chao_12.30b,R,10,1076,684.048
chao_12.30c,B,1,868,707.661
chao_12.30c,B,2,874,736.639
chao_12.30c,B,3,898,675.436
chao_12.30c,B,4,857,703.841
chao_12.30c,B,5,891,699.444
chao_12.30c,B,6,900,704.125
chao_12.30c,B,7,886,714.47
chao_12.30c,B,8,1509,708.021
chao_12.30c,B,9,2211,675.767
chao_12.30c,B,10,2383,716.557
chao_12.30c,C,1,2589,697.529
chao_12.30c,C,2,2613,684.968
chao_12.30c,C,3,2983,634.213
chao_12.30c,C,4,2635,691.339
chao_12.30c,C,5,2747,713.248
chao_12.30c,C,6,2681,709.855
chao_12.30c,C,7,2684,666.142
chao_12.30c,C,8,2762,699.269
chao_12.30c,C,9,5180,697.295
chao_12.30c,C,10,2955,670.462
chao_12.30c,R,1,2610,699.076
chao_12.30c,R,2,2566,746.405
chao_12.30c,R,3,1683,689.244
chao_12.30c,R,4,925,700.392
chao_12.30c,R,5,866,724.304
chao_12.30c,R,6,861,712.4
chao_12.30c,R,7,856,739.909
chao_12.30c,R,8,865,677.896
chao_12.30c,R,9,891,723.484
chao_12.30c,R,10,875,744.308
chao_12.40a,B,1,1748,839.83
chao_12.40a,B,2,1731,881.323
chao_12.40a,B,3,1712,877.916
chao_12.40a,B,4,1695,939.709
chao_12.40a,B,5,1697,902.29
chao_12.40a,B,6,1696,927.274
chao_12.40a,B,7,1703,855.979
chao_12.40a,B,8,1728,873.259
chao_12.40a,B,9,1708,902.442
chao_12.40a,B,10,1726,903.235
chao_12.40a,C,1,1765,886.543
chao_12.40a,C,2,1776,910.537
chao_12.40a,C,3,1766,944.62
chao_12.40a,C,4,1760,906.129
chao_12.40a,C,5,1789,908.757
chao_12.40a,C,6,1760,922.029
chao_12.40a,C,7,1769,919.941
chao_12.40a,C,8,1781,906.024
chao_12.40a,C,9,1769,951.188
chao_12.40a,C,10,1779,908.606
chao_12.40a,R,1,1727,968.071
chao_12.40a,R,2,1706,975.25
chao_12.40a,R,3,1736,985.848
chao_12.40a,R,4,1725,960.77
chao_12.40a,R,5,1721,986.652
chao_12.40a,R,6,1819,972.234
chao_12.40a,R,7,1762,929.74
chao_12.40a,R,8,1716,955.187
chao_12.40a,R,9,1695,986.678
chao_12.40a,R,10,1717,898.921
chao_12.40b,B,1,1705,825.495
chao_12.40b,B,2,1701,833.418
chao_12.40b,B,3,1701,809.796
chao_12.40b,B,4,1705,840.449
chao_12.40b,B,5,1714,804.21
chao_12.40b,B,6,1737,806.608
chao_12.40b,B,7,1703,825.557
chao_12.40b,B,8,1696,728.897
chao_12.40b,B,9,1698,776.071
chao_12.40b,B,10,1704,791.553
chao_12.40b,C,1,1740,786.091
chao_12.40b,C,2,1789,772.406
chao_12.40b,C,3,1755,764.319
chao_12.40b,C,4,1788,790.339
chao_12.40b,C,5,1764,795.625
chao_12.40b,C,6,1767,801.699
chao_12.40b,C,7,1753,785.672
chao_12.40b,C,8,1787,816.93
chao_12.40b,C,9,1784,800.813
chao_12.40b,C,10,1801,785.866
chao_12.40b,R,1,1716,888.976
chao_12.40b,R,2,1697,906.666
chao_12.40b,R,3,1709,840.535
chao_12.40b,R,4,1713,874.322
chao_12.40b,R,5,1725,844.123
chao_12.40b,R,6,1712,884.908
chao_12.40b,R,7,1728,836.521
chao_12.40b,R,8,1716,858.584
chao_12.40b,R,9,1724,833.071
chao_12.40b,R,10,1713,836.397
chao_12.40c,B,1,1370,941.512
chao_12.40c,B,2,1342,903.87
chao_12.40c,B,3,1330,890.601
chao_12.40c,B,4,1326,935.777
chao_12.40c,B,5,1342,908.307
chao_12.40c,B,6,1372,938.823
chao_12.40c,B,7,1339,935.089
chao_12.40c,B,8,1343,924.024
chao_12.40c,B,9,1336,881.585
chao_12.40c,B,10,1319,972.515
chao_12.40c,C,1,1564,882.477
chao_12.40c,C,2,1525,888.61
chao_12.40c,C,3,1553,931.779
chao_12.40c,C,4,1554,903.157
chao_12.40c,C,5,1540,951.79
chao_12.40c,C,6,1556,899.931
chao_12.40c,C,7,1534,922.431
chao_12.40c,C,8,1543,905.617
chao_12.40c,C,9,1550,929.881
chao_12.40c,C,10,1548,901.82
chao_12.40c,R,1,1247,963.497
chao_12.40c,R,2,1241,944.539
chao_12.40c,R,3,1258,999.78
chao_12.40c,R,4,1301,937.261
chao_12.40c,R,5,1251,979.229
chao_12.40c,R,6,1248,933.55
chao_12.40c,R,7,1240,949.006
chao_12.40c,R,8,1270,978.462
chao_12.40c,R,9,1257,975.233
chao_12.40c,R,10,1258,942.342
chao_2.25,B,1,742,517.684
chao_2.25,B,2,772,487.244
chao_2.25,B,3,754,510.58
chao_2.25,B,4,750,501.594
chao_2.25,B,5,749,516.885
chao_2.25,B,6,753,511.619
chao_2.25,B,7,747,522.387
chao_2.25,B,8,756,520.333
chao_2.25,B,9,761,526.118
chao_2.25,B,10,750,493.124
chao_2.25,C,1,770,525.077
chao_2.25,C,2,786,530.756
chao_2.25,C,3,780,506.056
chao_2.25,C,4,775,514.47
chao_2.25,C,5,788,508.063
chao_2.25,C,6,786,521.475
chao_2.25,C,7,790,502.857
chao_2.25,C,8,765,507.125
chao_2.25,C,9,775,534.627
chao_2.25,C,10,775,525.125
chao_2.25,R,1,748,521.405
chao_2.25,R,2,749,527.99
chao_2.25,R,3,735,538.16
chao_2.25,R,4,738,488.063
chao_2.25,R,5,744,519.32
chao_2.25,R,6,754,550.513
chao_2.25,R,7,752,524.453
chao_2.25,R,8,741,541.729
chao_2.25,R,9,746,532.394
chao_2.25,R,10,751,533.12
chao_2.30a,B,1,1141,591.798
chao_2.30a,B,2,1071,611.238
chao_2.30a,B,3,1063,565.604
chao_2.30a,B,4,1054,592.066
chao_2.30a,B,5,1059,606.492
chao_2.30a,B,6,1068,579.635
chao_2.30a,B,7,1055,576.409
chao_2.30a,B,8,1050,599.37
chao_2.30a,B,9,1058,573.038
chao_2.30a,B,10,1066,585.378
chao_2.30a,C,1,1088,620.231
chao_2.30a,C,2,1095,598.163
chao_2.30a,C,3,1084,580.224
chao_2.30a,C,4,1083,590.814
chao_2.30a,C,5,1094,593.615
chao_2.30a,C,6,1112,582.145
chao_2.30a,C,7,1095,598.495
chao_2.30a,C,8,1105,580.229
chao_2.30a,C,9,1092,612.654
chao_2.30a,C,10,1107,617.083
chao_2.30a,R,1,1072,584.498
chao_2.30a,R,2,1057,598.303
chao_2.30a,R,3,1061,627.35
chao_2.30a,R,4,1064,613.948
chao_2.30a,R,5,1061,602.386
chao_2.30a,R,6,1062,599.439
chao_2.30a,R,7,1073,587.997
chao_2.30a,R,8,1062,619.8
chao_2.30a,R,9,1047,612.575
chao_2.30a,R,10,1107,626.711
chao_2.30b,B,1,1050,567.977
chao_2.30b,B,2,1060,541.435
chao_2.30b,B,3,1050,527.945
chao_2.30b,B,4,1044,560.828
chao_2.30b,B,5,1047,548.808
chao_2.30b,B,6,1056,548.427
chao_2.30b,B,7,1043,545.257
chao_2.30b,B,8,1051,537.191
chao_2.30b,B,9,1060,576.463
chao_2.30b,B,10,1043,523.855
chao_2.30b,C,1,1092,535.15
chao_2.30b,C,2,1080,557.795
chao_2.30b,C,3,1076,552.435
chao_2.30b,C,4,1068,559.512
chao_2.30b,C,5,1098,576.216
chao_2.30b,C,6,1081,530.838
chao_2.30b,C,7,1099,515.388
chao_2.30b,C,8,1081,518.578
chao_2.30b,C,9,1082,567.723
chao_2.30b,C,10,1090,545.274
chao_2.30b,R,1,1035,613.941
chao_2.30b,R,2,1048,558.95
chao_2.30b,R,3,1067,586.332
chao_2.30b,R,4,1042,561.923
chao_2.30b,R,5,1039,597.65
chao_2.30b,R,6,1036,579.828
chao_2.30b,R,7,1048,567.713
chao_2.30b,R,8,1089,610.456
chao_2.30b,R,9,1079,562.616
chao_2.30b,R,10,1035,577.524
chao_2.30c,B,1,900,558.742
chao_2.30c,B,2,901,558.732
chao_2.30c,B,3,898,563.381
chao_2.30c,B,4,897,551.818
chao_2.30c,B,5,880,550.006
chao_2.30c,B,6,906,569.807
chao_2.30c,B,7,893,544.445
chao_2.30c,B,8,899,566.156
chao_2.30c,B,9,889,550.556
chao_2.30c,B,10,887,563.792
chao_2.30c,C,1,1013,522.687
chao_2.30c,C,2,1010,534.518
chao_2.30c,C,3,1029,485.099
chao_2.30c,C,4,1029,549.88
chao_2.30c,C,5,1013,522.965
chao_2.30c,C,6,1020,517.179
chao_2.30c,C,7,1037,552.424
chao_2.30c,C,8,1006,562.054
chao_2.30c,C,9,1025,547.017
chao_2.30c,C,10,1044,564.787
chao_2.30c,R,1,865,578.474
chao_2.30c,R,2,869,567.253
chao_2.30c,R,3,872,533.568
chao_2.30c,R,4,860,542.431
chao_2.30c,R,5,862,579.478
chao_2.30c,R,6,877,562.124
chao_2.30c,R,7,873,559.844
chao_2.30c,R,8,877,576.711
chao_2.30c,R,9,861,576.369
chao_2.30c,R,10,876,586.138
chao_2.40a,B,1,1853,820.203
chao_2.40a,B,2,1744,786.736
chao_2.40a,B,3,1750,794.984
chao_2.40a,B,4,1728,783.661
chao_2.40a,B,5,1752,835.12
chao_2.40a,B,6,1750,840.54
chao_2.40a,B,7,1743,783.1
chao_2.40a,B,8,1748,813.84
chao_2.40a,B,9,1764,786.16
chao_2.40a,B,10,1723,808.197
chao_2.40a,C,1,1807,805.863
chao_2.40a,C,2,1809,793.107
chao_2.40a,C,3,1777,816.887
chao_2.40a,C,4,1770,751.488
chao_2.40a,C,5,1788,802.689
chao_2.40a,C,6,1800,781.167
chao_2.40a,C,7,1813,797.684
chao_2.40a,C,8,1838,759.465
chao_2.40a,C,9,1830,785.06
chao_2.40a,C,10,1837,809.625
chao_2.40a,R,1,1760,824.564
chao_2.40a,R,2,1739,821.529
chao_2.40a,R,3,1750,813.235
chao_2.40a,R,4,1736,801.957
chao_2.40a,R,5,1754,826.913
chao_2.40a,R,6,1738,812.826
chao_2.40a,R,7,1758,798.479
chao_2.40a,R,8,1757,800.551
chao_2.40a,R,9,1763,774.298
chao_2.40a,R,10,1743,846.938
chao_2.40b,B,1,1761,746.675
chao_2.40b,B,2,1743,743.248
chao_2.40b,B,3,1721,719.824
chao_2.40b,B,4,1718,707.829
chao_2.40b,B,5,1740,750.395
chao_2.40b,B,6,1764,731.526
chao_2.40b,B,7,1742,697.747
chao_2.40b,B,8,1728,681.16
chao_2.40b,B,9,1756,726.787
chao_2.40b,B,10,1747,723.089
chao_2.40b,C,1,1801,756.222
chao_2.40b,C,2,1797,736.164
chao_2.40b,C,3,1796,715.398
chao_2.40b,C,4,1792,735.755
chao_2.40b,C,5,1777,749.064
chao_2.40b,C,6,1790,753.21
chao_2.40b,C,7,1794,743.148
chao_2.40b,C,8,1788,744.952
chao_2.40b,C,9,1778,729.741
chao_2.40b,C,10,1748,736.02
chao_2.40b,R,1,1744,698.64
chao_2.40b,R,2,1748,774.183
chao_2.40b,R,3,1746,777.275
chao_2.40b,R,4,1834,760.597
chao_2.40b,R,5,1754,664.849
chao_2.40b,R,6,1750,769.537
chao_2.40b,R,7,1753,795.284
chao_2.40b,R,8,1740,743.612
chao_2.40b,R,9,1754,789.663
chao_2.40b,R,10,1742,766.57
chao_2.40c,B,1,1384,762.963
chao_2.40c,B,2,1380,792.413
chao_2.40c,B,3,1387,741.496
chao_2.40c,B,4,1396,742.697
chao_2.40c,B,5,1423,728.19
chao_2.40c,B,6,1387,778.617
chao_2.40c,B,7,1401,743.581
chao_2.40c,B,8,1419,771.2
chao_2.40c,B,9,1403,741.01
chao_2.40c,B,10,1409,750.121
chao_2.40c,C,1,1620,729.564
chao_2.40c,C,2,1597,729.8
chao_2.40c,C,3,1629,727.76
chao_2.40c,C,4,1779,731.805
chao_2.40c,C,5,1639,735.397
chao_2.40c,C,6,1603,742.555
chao_2.40c,C,7,1625,717.934
chao_2.40c,C,8,1614,719.364
chao_2.40c,C,9,1652,733.672
chao_2.40c,C,10,1643,704.311
chao_2.40c,R,1,1365,790.951
chao_2.40c,R,2,1338,793.326
chao_2.40c,R,3,1345,771.285
chao_2.40c,R,4,1337,794.109
chao_2.40c,R,5,1342,814.907
chao_2.40c,R,6,1332,738.805
chao_2.40c,R,7,1353,786.833
chao_2.40c,R,8,1343,800.72
chao_2.40c,R,9,1336,805.316
chao_2.40c,R,10,1360,768.823
chao_3.25,B,1,750,543.972
chao_3.25,B,2,756,514.985
chao_3.25,B,3,748,546.423
chao_3.25,B,4,746,526.089
chao_3.25,B,5,758,535.68
chao_3.25,B,6,760,542.111
chao_3.25,B,7,748,550.165
chao_3.25,B,8,761,518.766
chao_3.25,B,9,766,519.215
chao_3.25,B,10,763,537.991
chao_3.25,C,1,783,547.775
chao_3.25,C,2,774,544.117
chao_3.25,C,3,786,551.904
chao_3.25,C,4,791,533.433
chao_3.25,C,5,794,556.959
chao_3.25,C,6,776,530.473
chao_3.25,C,7,772,553.784
chao_3.25,C,8,771,546.932
chao_3.25,C,9,785,529.639
chao_3.25,C,10,775,552.35
chao_3.25,R,1,736,562.032
chao_3.25,R,2,735,518.714
chao_3.25,R,3,753,547.204
chao_3.25,R,4,743,570.057
chao_3.25,R,5,728,554.332
chao_3.25,R,6,727,540.126
chao_3.25,R,7,743,560.828
chao_3.25,R,8,734,551.357
chao_3.25,R,9,733,564.5
chao_3.25,R,10,742,548.088
chao_3.30a,B,1,1071,628.624
chao_3.30a,B,2,1079,623.094
chao_3.30a,B,3,1059,609.267
chao_3.30a,B,4,1053,582.525
chao_3.30a,B,5,1054,619.266
chao_3.30a,B,6,1067,626.81
chao_3.30a,B,7,1075,611.577
chao_3.30a,B,8,1054,606.304
chao_3.30a,B,9,1059,585.359
chao_3.30a,B,10,1056,585.152
chao_3.30a,C,1,1110,639.596
chao_3.30a,C,2,1090,615.754
chao_3.30a,C,3,1090,632.952
chao_3.30a,C,4,1132,623.48
chao_3.30a,C,5,1103,602.305
chao_3.30a,C,6,1122,634.204
chao_3.30a,C,7,1089,627.19
chao_3.30a,C,8,1103,621.951
chao_3.30a,C,9,1110,635.13
chao_3.30a,C,10,1104,626.068
chao_3.30a,R,1,1052,638.376
chao_3.30a,R,2,1047,587.771
chao_3.30a,R,3,1051,640.746
chao_3.30a,R,4,1071,611.675
chao_3.30a,R,5,1038,625.52
chao_3.30a,R,6,1057,608.208
chao_3.30a,R,7,1057,626.482
chao_3.30a,R,8,1045,639.433
chao_3.30a,R,9,1037,638.419
chao_3.30a,R,10,1054,635.628
chao_3.30b,B,1,1052,589.465
chao_3.30b,B,2,1050,571.678
chao_3.30b,B,3,1042,562.116
chao_3.30b,B,4,1048,588.14
chao_3.30b,B,5,1048,573.129
chao_3.30b,B,6,1043,577.136
chao_3.30b,B,7,1043,605.752
chao_3.30b,B,8,1049,590.357
chao_3.30b,B,9,1045,563.491
chao_3.30b,B,10,1037,586.491
chao_3.30b,C,1,1077,569.539
chao_3.30b,C,2,1054,545.63
chao_3.30b,C,3,1082,549.256
chao_3.30b,C,4,1077,564.492
chao_3.30b,C,5,1096,557.421
chao_3.30b,C,6,1093,573.233
chao_3.30b,C,7,1073,549.244
chao_3.30b,C,8,1069,545.896
chao_3.30b,C,9,1086,559.706
chao_3.30b,C,10,1070,537.551
chao_3.30b,R,1,1030,612.272
chao_3.30b,R,2,1033,590.445
chao_3.30b,R,3,1036,605.826
chao_3.30b,R,4,1037,606.077
chao_3.30b,R,5,1028,621.674
chao_3.30b,R,6,1030,593.496
chao_3.30b,R,7,1036,590.576
chao_3.30b,R,8,1023,602.903
chao_3.30b,R,9,1038,618.538
chao_3.30b,R,10,1027,581.324
chao_3.30c,B,1,906,564.681
chao_3.30c,B,2,904,528.537
chao_3.30c,B,3,884,575.117
chao_3.30c,B,4,888,554.114
chao_3.30c,B,5,890,559.794
chao_3.30c,B,6,903,572.315
chao_3.30c,B,7,913,548.035
chao_3.30c,B,8,899,558.249
chao_3.30c,B,9,888,546.903
chao_3.30c,B,10,898,575.272
chao_3.30c,C,1,1019,556.56
chao_3.30c,C,2,1021,561.578
chao_3.30c,C,3,1030,560.718
chao_3.30c,C,4,1076,512.984
chao_3.30c,C,5,1010,518.885
chao_3.30c,C,6,1033,570.86
chao_3.30c,C,7,1022,555.526
chao_3.30c,C,8,1012,555.914
chao_3.30c,C,9,1030,542.321
chao_3.30c,C,10,1068,558.015
chao_3.30c,R,1,872,601.989
chao_3.30c,R,2,864,588.366
chao_3.30c,R,3,888,520.228
chao_3.30c,R,4,878,599.073
chao_3.30c,R,5,881,593.273
chao_3.30c,R,6,879,598.187
chao_3.30c,R,7,891,595.359
chao_3.30c,R,8,888,568.055
chao_3.30c,R,9,872,569.82
chao_3.30c,R,10,896,596.64
chao_3.40a,B,1,1737,873.169
chao_3.40a,B,2,1726,849.246
chao_3.40a,B,3,1748,835.21
chao_3.40a,B,4,1735,875.665
chao_3.40a,B,5,1732,871.609
chao_3.40a,B,6,1763,870.941
chao_3.40a,B,7,1745,879.877
chao_3.40a,B,8,1751,858.668
chao_3.40a,B,9,1805,
chao_3.40a,B,10,1753,863.102
chao_3.40a,C,1,1831,826.253
chao_3.40a,C,2,1806,805.435
chao_3.40a,C,3,1814,741.259
chao_3.40a,C,4,1790,806.585
chao_3.40a,C,5,1838,837.28
chao_3.40a,C,6,1800,854.122
chao_3.40a,C,7,1816,878.304
chao_3.40a,C,8,1841,869.404
chao_3.40a,C,9,1847,815.896
chao_3.40a,C,10,1799,871.304
chao_3.40a,R,1,1739,866.942
chao_3.40a,R,2,1754,847.703
chao_3.40a,R,3,1740,878.826
chao_3.40a,R,4,1755,850.445
chao_3.40a,R,5,1760,866.451
chao_3.40a,R,6,1744,882.957
chao_3.40a,R,7,1799,863.275
chao_3.40a,R,8,1743,859.743
chao_3.40a,R,9,1757,858.969
chao_3.40a,R,10,1749,867.776
chao_3.40b,B,1,1748,790.4
chao_3.40b,B,2,1763,747.939
chao_3.40b,B,3,1726,767.14
chao_3.40b,B,4,1728,755.51
chao_3.40b,B,5,1756,792.456
chao_3.40b,B,6,1761,798.783
chao_3.40b,B,7,1740,781.549
chao_3.40b,B,8,1736,713.177
chao_3.40b,B,9,1734,736.512
chao_3.40b,B,10,1743,802.123
chao_3.40b,C,1,1805,730.898
chao_3.40b,C,2,1809,799.339
chao_3.40b,C,3,1805,758.948
chao_3.40b,C,4,1784,735.156
chao_3.40b,C,5,1799,748.744
chao_3.40b,C,6,1774,691.933
chao_3.40b,C,7,1797,789.598
chao_3.40b,C,8,1791,783.474
chao_3.40b,C,9,1790,776.612
chao_3.40b,C,10,1803,780.657
chao_3.40b,R,1,1741,794.383
chao_3.40b,R,2,1735,805.161
chao_3.40b,R,3,1729,799.436
chao_3.40b,R,4,1745,838.069
chao_3.40b,R,5,1751,801.759
chao_3.40b,R,6,1723,833.262
chao_3.40b,R,7,1729,813.751
chao_3.40b,R,8,1731,782.648
chao_3.40b,R,9,1721,816.691
chao_3.40b,R,10,1726,820.452
chao_3.40c,B,1,1405,727.405
chao_3.40c,B,2,1432,740.707
chao_3.40c,B,3,1410,762.346
chao_3.40c,B,4,1416,745.192
chao_3.40c,B,5,1450,747.624
chao_3.40c,B,6,1451,751.998
chao_3.40c,B,7,1430,727.362
chao_3.40c,B,8,1445,745.125
chao_3.40c,B,9,1401,755.062
chao_3.40c,B,10,1423,744.941
chao_3.40c,C,1,1652,748.04
chao_3.40c,C,2,1637,754.34
chao_3.40c,C,3,1677,733.511
chao_3.40c,C,4,1715,712.123
chao_3.40c,C,5,1631,752.758
chao_3.40c,C,6,1640,737.392
chao_3.40c,C,7,1605,715.2
chao_3.40c,C,8,1663,735.34
